OBJECTID,name,introduction,difficulty,completionTime,hasAlerts,introductionThumbnail,walkingAndTrampingWebPage,dateLoadedToGIS,SHAPE_Length
172540,Henderson Tramline Loop Track,"This walk follows a branch of the tramline through the bush to the North South track, and returns along a separate tramline branch back to the road.",Advanced,3 hrs 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e1497038980b4fdabb0256d33e518b2a.jpg,https://www.doc.govt.nz/link/fcbd6fba7ff648f09e5973143a174af2.aspx,2021/05/05 13:42:34+00,7882.2763756807
172541,Henga Scenic Reserve Walk,This walk takes you out onto coastal dunes then back through the bush to your starting point.,Easy,1 hr 30 min | 2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1543927fb8c0452e9906c092d1771f73.aspx,https://www.doc.govt.nz/link/b8509d21ebf845a3ae45aeaee4a84aee.aspx,2021/05/05 13:42:34+00,5377.5323364253
172542,Heyward Point Track,"This cliff top track, through farm land and regenerating forest, offers great coastal views.",Advanced,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0d5792f34ba64ff9824bee39a545ff04.jpg,https://www.doc.govt.nz/link/5d452d7bf40c400aa83c1b81f087349c.aspx,2021/05/05 13:42:34+00,4238.05852417651
172543,Hideaway Hut Route,This little gem of a hut is tucked away in Ahuriri Conservation Park. ,Expert,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c82b5472d9154a6483c9c3d8ddd831db.aspx,https://www.doc.govt.nz/link/424b16670a624d83a7ed880ef270378b.aspx,2021/05/05 13:42:34+00,2038.6397297633
172544,Hihikiwi Lookout,Walk to this lookout point on Mount Pirongia for one of the best vantage points over the west coast harbours.,Advanced,3 - 4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d4ba17572d324e88b5366d3baadc422f.jpg,https://www.doc.govt.nz/link/27b85a525a6e47918bb1c854eee8d0cb.aspx,2021/05/05 13:42:34+00,5073.2656487464
172545,Hinehopu/Hongi's Track,This track highlights the area's incredible native forest and cultural importance.  Beautiful beach at Korokitewao Bay (Lake Rotoiti) for swimming and picnicking.,Easy,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/460f1bb5b31c4745a3caa908e2819518.jpg,https://www.doc.govt.nz/link/34b790a61ab4495abf0150e74cc7743a.aspx,2021/05/05 13:42:34+00,3001.66547639869
172546,Historic Haast to Paringa Cattle Track,"This track was built in 1875 by farmers at Haast. Stock were driven from the Landsborough and Cascade valleys to sale yards at Whataroa, a two-week journey at best. It’s now a three-day tramp.",Advanced,3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/04054e9ec66b46e28b627acd6ae01934.jpg,https://www.doc.govt.nz/link/69c730983914466db41cc6265cc7b7a7.aspx,2021/05/05 13:42:35+00,33217.8531076056
172547,Hokitika Gorge Walk,Enjoy this short walk along the stunning Hokitika Gorge and the pristine mature podocarp forest of the Hokitika Scenic Reserve.,Easiest,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6993543ad6d043628d144ae645709447.aspx,https://www.doc.govt.nz/link/6db41893784a488a808f3d7f0560f04e.aspx,2021/05/05 13:42:35+00,1948.70275875177
172548,Holdsworth - Kaitoke Track,"Follows the Waiohine and Tauherenikau Rivers for 36 km between Holdsworth and Kaitoke. A good introductory track for people new to the Tararuas.
",Intermediate,3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8dcd35c40b6f423bbe0ea4627a9494a8.jpg,https://www.doc.govt.nz/link/3465fd8842d74a3e8d05c7bc8e2bcaf3.aspx,2021/05/05 13:42:35+00,35973.9932507761
172549,Holdsworth roadend to Powell Hut/Mount Holdsworth,This tramp follows the Mount Holdsworth Track to Powell Hut. From the rocky outcrop below the hut you get a view of High Ridge and Totara Flats far below.,Intermediate,"Powell Hut: 5 – 6 hr, Mount Holdsworth: 7 – 8 hr",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5565d96ff06548c0a27e6ae4e7348e45.aspx,https://www.doc.govt.nz/link/f54bf17d5b0f4a0aac2106fbb0947af9.aspx,2021/05/05 13:42:35+00,7774.6583627749
172550,Hollyford Track,"The Hollyford Track is a 4–8 day Fiordland tramp from the mountains to the sea at Martins Bay, and can be walked all year round.",Advanced,4 - 5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/130d588e0025499b90c51177cbffe5fc.jpg,https://www.doc.govt.nz/link/ac783de5aa3942a799708dad80abe9e8.aspx,2021/05/05 13:42:35+00,56857.9013806967
172551,Hollyford Track: Hidden Falls Track,Enjoy this easy day walk along the Hollyford Track to the beautiful Hidden Falls or the nearby hut for lunch.,Advanced,4 - 6 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e8bb11330b4b448e9935baeab1554dae.aspx,https://www.doc.govt.nz/link/cb2b46e2e5e1433c8603c50dfc064e71.aspx,2021/05/05 13:42:35+00,8606.67968328868
172552,Homestead Run,"For young families or riders with insufficient time or
experience to attempt the full St James Cycle Trail, the Homestead Run will give you a taste of St James.",Easy,5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/49144dd6766540bfbfe9e4905131d4a7.jpg,https://www.doc.govt.nz/link/425b7fb24c384593b532953bdea2e98d.aspx,2021/05/05 13:42:36+00,7033.46663608378
172553,Honeycomb Rock Walkway,"Honeycomb Rock is a spectacular outcrop on the Wairarapa coast, so named because of the cell-like weathering pattern which gives the rock a honeycomb appearance.","Easy, Expert",5 - 6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/807e9cf95e444405ab2c519941c11d3a.jpg,https://www.doc.govt.nz/link/f980f4cdde6948d0817e50d86ea9dd6b.aspx,2021/05/05 13:42:36+00,8305.92670042495
172554,Hongi Hika Walk,"This short, easy walk passes through regenerating native forest to Kororipo pā - it's a great option for children to explore the heritage of early Maori/European settlement.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/df63480102204222a8c301b1a08baded.jpg,https://www.doc.govt.nz/link/a64f759d882e4a4b8d9acf9dc94bc01e.aspx,2021/05/05 13:42:36+00,1095.20502196646
172555,Hook Bush Route,Enjoy expansive views out across the Canterbury Plain along an marked route up into The Hunters Hills. ,Expert,1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/1e59deccd9184a488a693d876e4361a7.aspx,2021/05/05 13:42:36+00,2102.55396292544
172556,Hope valley (Windy Point) tracks & routes,"Hope valley in Lake Sumner Forest Park is accessed at Windy Point, beside SH 7, about 160 km from Christchurch.","Advanced, Expert",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4131168503d4451e8238ca5ed71772c7.aspx,https://www.doc.govt.nz/link/e52dc3664cd0463690f0b132ec7a5c18.aspx,2021/05/05 13:42:36+00,49024.8117761357
172557,Hopkins valley tracks,"Hopkins valley, in Ruataniwha Conservation Park, is near Lake Ōhau.",Advanced,7 - 11 hr 30 min hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ed4d03c683a4407ea60ca954fb3d920d.jpg,https://www.doc.govt.nz/link/1bfcd6a57d8046d7aab16a38a5deeb64.aspx,2021/05/05 13:42:36+00,38881.1409958409
172558,Horokaka Track,Horokaka Track is a challenging track that includes strenuous climbing. The track leads up to an old logging road and then follows the ridge to the Horokaka Transmitter.,Advanced,3 hr 45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/78977047fe2c4086a9374b73960e52db.jpg,https://www.doc.govt.nz/link/cc1dea112193447fbb4d3b0dcd558bd2.aspx,2021/05/05 13:42:36+00,4567.13256594424
172559,Huka Falls tracks,"Take a scenic walk along the banks of the Waikato River, or simply explore the many lookout points at Huka Falls, one of the most visited natural attractions in New Zealand - these short, easy walks are great for kids.","Easiest, Easy",10 min | 1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ccde10687ddb40c886023ad14808c877.jpg,https://www.doc.govt.nz/link/9aed265315cd4a3096e97391441f9d1f.aspx,2021/05/05 13:42:37+00,2864.1447813717
172560,Humboldt Falls Track,"This easy, well graded walking track from the Hollyford Road takes you on a short climb through rainforest to the lookout of the impressive Humboldt Falls.",Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0db48643d32e4425a0fa07be4446a4f5.aspx,https://www.doc.govt.nz/link/4f6c749e1b4a4e369de519860bf018c5.aspx,2021/05/05 13:42:37+00,552.552702074393
172561,Hump Ridge Track,A 3-day loop with marvellous views from sub-alpine tops and rugged coastline in southern Fiordland. Hut bookings required. ,Intermediate,3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ec4e710c6e1d467595111c9aaba62a70.jpg,https://www.doc.govt.nz/link/e089385ca8c24cc7bf40cc94f52b4d48.aspx,2021/05/05 13:42:37+00,44081.1825781397
172562,Huriawa Pā Walk,Walk around Huriawa Peninsula on a well-formed track suitable for children - take in spectacular views and read plaques with the history of the area. Kids can earn a Kiwi Guardians medal here too.,Easy,45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/136cca54906540419080afb3fe1b1295.jpg,https://www.doc.govt.nz/link/82708521e3ad4411872a0029cc650b6b.aspx,2021/05/05 13:42:37+00,955.570482533494
172563,Hurunui swingbridge tracks & routes,"Several tracks start from Hurunui swingbridge at the end of Lake Sumner Road, which is a 4WD track from Loch Katrine onwards. Vehicle access through a locked gate requires getting permission from Lakes Station.","Advanced, Expert",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a25a3e07103943f7838d8c3c2a1f931b.aspx,https://www.doc.govt.nz/link/66e6a50399644f4da6289a7defe5ccbe.aspx,2021/05/05 13:42:37+00,53547.0025137526
172564,Hut Creek Track,This difficult tramping track leads from the Milford Road and up the Hut Creek Valley through beech forest to the river flats. ,Advanced,3 hr to bush edge,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f9bab406460c472ea00efd1dca7bd63c.jpg,https://www.doc.govt.nz/link/d1b74748c617415b888a364080d14a21.aspx,2021/05/05 13:42:37+00,2291.33968665219
172565,Huxley valley tracks,The Huxley valley branches off Hopkins valley in Ruataniwha Conservation Park. ,Advanced,Up to 9 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/977f5c5d39cc45bc8b5267d4a07b23ac.aspx,https://www.doc.govt.nz/link/05796e7c62a74869b4725bb44b0392fd.aspx,2021/05/05 13:42:38+00,27068.0963752269
172566,Inland Track,"Inland Track travels through regenerating and undisturbed forest where tui, bellbirds and other wildlife can be seen. Occasional granite outcrops offer excellent views of the coast.",Advanced,3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8d4fcce106a1430ebe3ef21aeecb2bfa.jpg,https://www.doc.govt.nz/link/e165f88d1b74468ba84ac87ef9aa1d25.aspx,2021/05/05 13:42:38+00,41619.6353569667
172567,Invincible Gold Mine Track,"Built by miners in the 1880s, the Invincible Gold Mine Track is an uphill walk that offers wonderful views of the Rees Valley and Mt Earnslaw/Pikirakatahi.",Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a7db76b22ad04dd88d0fb63715c9e4e1.jpg,https://www.doc.govt.nz/link/f6e9cb3703a04fd4b0a6195532ba0062.aspx,2021/05/05 13:42:38+00,2252.23111190212
172568,Iron Gate Hut Track,Iron Gate Hut is a good day's hike along a sidle track up the Oroua River valley. Longer tramps are possible from this hut. Stay a night and return the same way.,Advanced,4 - 5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/77c8fb1071f94c1cb4728e4177ea2219.aspx,https://www.doc.govt.nz/link/2c0cdea368934358a285e9848857f2d9.aspx,2021/05/05 13:42:38+00,7943.09631236347
172569,Isthmus Peak Track,Walk or mountain bike this track to Isthmus Peak (1385 m) and cross the undulating skyline ridge.,Advanced,5 - 7 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7971a73e64054fd48d337c4424081fd3.jpg,https://www.doc.govt.nz/link/dddfd1ed2f584cdab9463b334c2d0bc6.aspx,2021/05/05 13:42:38+00,7553.10987665942
172570,Isthmus Track,This track is dominated by the majestic Mount Tarawera.,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cbd8b12c53a9401ab6151e1b32f5d547.jpg,https://www.doc.govt.nz/link/f21748ac82e54e2498c32bb1fd4b8033.aspx,2021/05/05 13:42:38+00,1162.41936782253
172571,J.M. Barker (Hāpūpū) National Historic Reserve Walk,See Moriori rakau momori (tree carvings) on this bush walk.,Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e84e7de22c174f149b32521e98feb06d.aspx,https://www.doc.govt.nz/link/97d528b6cad3407ab606d55d3b183751.aspx,2021/05/05 13:42:38+00,1477.82029948632
172572,Jacks Blowhole Track,Walk to a spectacular blowhole with exploding waves and roaring sound effects.,Easy,1 hr return via same track,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a213864ac3ad47078ad0f594ff5be23d.jpg,https://www.doc.govt.nz/link/b9fd81e1b53e48df8ff9ab69f3f4797b.aspx,2021/05/05 13:42:39+00,1479.67019412261
172573,Jack's Point Track,"A walk with superb lake and mountain views over undulating open grassland and scattered scrub, ending at Jack's Point. 
",Easy,4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e443dbf84a144106bf4c348931a24dd4.aspx,https://www.doc.govt.nz/link/8a19e795f5a64dbd95469b6da6e795b4.aspx,2021/05/05 13:42:39+00,7240.02685298908
172574,Jackson Bay Okahu walks,"For an easy walk head to the rocky shore where kids of all ages can explore tidal pools, or follow an old pioneer's track before continuing down the river to the coast.",Easy,20 min - 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f729d64d2ca1497c995effc63dd4414f.jpg,https://www.doc.govt.nz/link/ee0f84c0a55442309a228fecfed15ab1.aspx,2021/05/05 13:42:39+00,6067.51667419583
172575,Jollie Brook Circuit,"The Jollie Brook Circuit starts and finishes off Lake Sumner Road, in Lake Sumner Forest Park.","Advanced, Expert",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/16d8f47f85d54bbbbfdd3260b87dcae2.aspx,https://www.doc.govt.nz/link/bdec30c539cd4d04bd6b42b152f027e0.aspx,2021/05/05 13:42:39+00,37915.6970660646
172576,Kaharoa Kōkako Track,"Walk through beautiful forest to Onaia Stream, a tranquil and secluded spot that's ideal for a picnic or to cool off in - with geocaches as well this short walk has plenty to keep kids interested.",Advanced,45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c97c19ba9e054bcca073da8898ae3d5a.jpg,https://www.doc.govt.nz/link/cc09ccaa78a643899c87b36cfa231839.aspx,2021/05/05 13:42:39+00,1131.94701722706
172577,Kahikatea Walk,"Walk through recovering wetland and remnant of flooded forest on this short, easy loop walk - a good option for kids.",Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/45cc60a71eab4b6e8315d425be14d28d.aspx,https://www.doc.govt.nz/link/64ed3a1452334116969eb1ceb0a5b0e2.aspx,2021/05/05 13:42:39+00,1080.82470073198
172578,Kahikatea Walk,This easy walk is a great introduction to broadleaved forest suitable for young and old. ,Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/920500261b3a4e7491e966b1f749da55.jpg,https://www.doc.govt.nz/link/fa82a8a90da84f0e8c9ec26ecce2c457.aspx,2021/05/05 13:42:39+00,837.68361695249
172579,Kai Iwi Lakes Coastal Track,Walk across farmland to the expansive Ripiro Beach.,"Easy, Advanced",30 min one way | 2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3c09507d712d4d34958554c18c154663.aspx,https://www.doc.govt.nz/link/41884b97f668475ba821b9ecc992d08e.aspx,2021/05/05 13:42:39+00,8068.93553544919
172580,Kaihoka Lakes Walk,This 10 minute walk begins beside one lake and heads gently down to the other.,Easy,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/18dae0e1f5b54d3a95bfa0746fdc66f2.jpg,https://www.doc.govt.nz/link/aa6d264fa5754f3e967a426542111a70.aspx,2021/05/05 13:42:39+00,599.219640817553
172581,Kaikōura Peninsula Walkway,"Observe seals and seabirds, explore historic pā and whaling sites and enjoy clifftop views of the sea and mountains. Suitable for families, the whole walkway takes three hours but you can also explore a range of shorter tracks.",Easy,5 min - 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/154c9589d87948c880280909138db660.jpg,https://www.doc.govt.nz/link/eacea5aaee1c4ece9b2b91c3df282d15.aspx,2021/05/05 13:42:39+00,4775.82135458743
